"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","20","21","0","0","15","1.1","0.15","0","15","0","0"
"3","20","22","0","0","15","0.8","0.15","0","15","0","0"
"3","20","23","0","0","14.9","0.7","0.15","0","14.9","0","0"
"3","21","0","0","0","14.9","0.9","0.15","0","14.9","0","0"
"3","21","1","0","0","14.9","0.9","0.15","0","14.9","0","0"
"3","21","2","0","0","15","0.8","0.15","0","15","0","0"
"3","21","3","0","0","15.2","0.7","0.15","0","15.2","0","0"
"3","21","4","0","0","15.3","0.8","0.15","0","15.3","0","0"
"3","21","5","0","0","15.7","1.1","0.15","0","15.7","0","0"
"3","21","6","212","44","16.7","1.3","0.15","78.616","19.147","463.522","415.389"
"3","21","7","430","106","18.1","1.5","0.15","288.849","27.163","2072.736","1967.583"
"3","21","8","504","171","19.3","1.3","0.15","506.026","35.997","3605.854","3446.375"
"3","21","9","556","221","20.6","1.2","0.15","699.651","44.178","4785.925","4584.632"
"3","21","10","849","132","21.5","1.3","0.15","958.185","53.008","6289.868","6035.285"
"3","21","11","590","285","21.9","1.5","0.15","917.404","50.65","6042.273","5796.463"
"3","21","12","629","265","22.4","1.5","0.15","935.839","51.735","6138.998","5889.76"
"3","21","13","333","350","23.1","1.6","0.15","682.642","44.018","4623.421","4427.886"
"3","21","14","220","290","23.2","1.8","0.15","468.151","36.96","3267.257","3119.777"
"3","21","15","612","130","23.1","1.9","0.15","517.33","38.069","3670.396","3508.631"
"3","21","16","241","107","21.4","1.5","0.15","198.163","27.607","1394.363","1313.247"
"3","21","17","67","34","19.9","1.2","0.15","40.099","21.186","231.574","191.66"
"3","21","18","0","0","19.3","1.1","0.15","0","19.3","0","0"
"3","21","19","0","0","19.1","1.1","0.15","0","19.1","0","0"
"3","21","20","0","0","19.3","0.9","0.15","0","19.3","0","0"
"3","21","21","0","0","19.4","0.7","0.15","0","19.4","0","0"
"3","21","22","0","0","19.2","0.6","0.15","0","19.2","0","0"
"3","21","23","0","0","18.7","1","0.15","0","18.7","0","0"
"3","22","0","0","0","18.1","1.4","0.15","0","18.1","0","0"
"3","22","1","0","0","17.6","1.3","0.15","0","17.6","0","0"
"3","22","2","0","0","17.2","1","0.15","0","17.2","0","0"
"3","22","3","0","0","16.9","0.8","0.15","0","16.9","0","0"
"3","22","4","0","0","16.5","1","0.15","0","16.5","0","0"
"3","22","5","0","0","16.5","1.2","0.15","0","16.5","0","0"
"3","22","6","0","13","17.1","1.3","0.15","11.497","17.475","73.372","39.063"
"3","22","7","5","75","18","1.5","0.15","68.967","20.171","489.162","440.12"
"3","22","8","0","33","19","1.8","0.15","29.326","19.862","198.202","159.47"
"3","22","9","0","122","19.6","2.2","0.15","109.643","22.563","767.24","708.345"
"3","22","10","14","251","19.9","2.6","0.15","244.676","26.027","1727.688","1634.76"
"3","22","11","7","193","20","2.9","0.15","183.189","24.347","1285.483","1208.225"
"3","22","12","11","230","19.9","3","0.15","222.297","25.087","1566.184","1478.98"
"3","22","13","10","214","19.7","2.8","0.15","205.246","24.661","1449.871","1366.788"
"3","22","14","16","187","19.5","2.6","0.15","183.149","24.097","1302.196","1224.346"
"3","22","15","27","128","19.5","2.5","0.15","135.894","22.985","972.689","906.514"
"3","22","16","76","110","18.6","2.5","0.15","130.952","21.957","938.296","873.34"
"3","22","17","0","24","17.1","2.3","0.15","21.299","17.656","134.183","97.719"
"3","22","18","0","0","16.1","2.3","0.15","0","16.1","0","0"
"3","22","19","0","0","15.7","2.4","0.15","0","15.7","0","0"
"3","22","20","0","0","15.7","2.4","0.15","0","15.7","0","0"
"3","22","21","0","0","15.5","2.1","0.15","0","15.5","0","0"
"3","22","22","0","0","15.3","1.7","0.15","0","15.3","0","0"
"3","22","23","0","0","15","1.3","0.15","0","15","0","0"
"3","23","0","0","0","14.8","1.2","0.15","0","14.8","0","0"
"3","23","1","0","0","14.7","1.3","0.15","0","14.7","0","0"
"3","23","2","0","0","14.6","1.4","0.15","0","14.6","0","0"
"3","23","3","0","0","14.5","1.4","0.15","0","14.5","0","0"
"3","23","4","0","0","14.5","1.5","0.15","0","14.5","0","0"
"3","23","5","0","0","14.7","1.5","0.15","0","14.7","0","0"
"3","23","6","322","38","15.4","1.3","0.15","91.463","18.202","520.523","470.37"
"3","23","7","0","70","16.3","1.1","0.15","62.33","18.456","443.643","396.214"
"3","23","8","0","70","17.5","1.3","0.15","62.348","19.549","436.376","389.205"
"3","23","9","114","293","18.7","1.9","0.15","389.837","29.907","2774.746","2644.717"
"3","23","10","658","226","19.5","2.4","0.15","882.961","42.533","6038.68","5792.997"
"3","23","11","513","313","19.9","3","0.15","868.228","40.23","5961.86","5718.899"
"3","23","12","304","402","19.9","3.7","0.15","735.304","35.286","5133.633","4920.02"
"3","23","13","405","327","19.6","4.1","0.15","723.153","33.896","5106.624","4893.968"
"3","23","14","880","103","18.9","4.3","0.15","811.954","34.572","5801.388","5564.113"
"3","23","15","524","159","18.5","4.4","0.15","487.211","27.792","3589.892","3430.979"
"3","23","16","510","91","16.6","4.1","0.15","288.253","22.28","2075.117","1969.879"
"3","23","17","118","37","15.3","3.8","0.15","49.429","16.264","286.159","244.31"
"3","23","18","0","0","14.5","3.5","0.15","0","14.5","0","0"
"3","23","19","0","0","14.1","3.2","0.15","0","14.1","0","0"
"3","23","20","0","0","13.9","3","0.15","0","13.9","0","0"
"3","23","21","0","0","13.9","3.1","0.15","0","13.9","0","0"
"3","23","22","0","0","13.8","3.1","0.15","0","13.8","0","0"
"3","23","23","0","0","13.8","3","0.15","0","13.8","0","0"
"3","24","0","0","0","13.7","3.1","0.15","0","13.7","0","0"
"3","24","1","0","0","13.6","3.1","0.15","0","13.6","0","0"
"3","24","2","0","0","13.6","3.1","0.15","0","13.6","0","0"
"3","24","3","0","0","13.5","3.1","0.15","0","13.5","0","0"
"3","24","4","0","0","13.3","2.9","0.15","0","13.3","0","0"
"3","24","5","0","0","13.3","2.9","0.15","0","13.3","0","0"
"3","24","6","0","33","13.4","3.1","0.15","29.307","14.073","199.796","161.008"
"3","24","7","155","136","13.8","3.4","0.15","196.088","18.116","1450.257","1367.16"
"3","24","8","222","224","14.3","3.9","0.15","363.691","21.726","2706.099","2578.503"
"3","24","9","431","270","15","4.3","0.15","647.355","27.465","4714.37","4515.612"
"3","24","10","844","157","15.7","4.6","0.15","979.757","33.813","6940.216","6662.588"
"3","24","11","616","275","16.1","4.8","0.15","934.603","32.902","6607.713","6341.867"
"3","24","12","876","151","16.1","5.1","0.15","1054.475","34.371","7425.098","6666.667"
"3","24","13","927","114","15.8","5.1","0.15","986.714","32.917","7027.312","6666.667"
"3","24","14","886","106","15.4","4.9","0.15","818.701","29.992","5951.967","5709.357"
"3","24","15","809","95","15.2","4.8","0.15","594.052","25.955","4432.814","4244.033"
"3","24","16","651","77","14","4.3","0.15","324.97","20.219","2354.537","2239.397"
"3","24","17","290","41","13.2","3.7","0.15","73.424","14.606","396.722","350.956"
"3","24","18","0","0","12.7","3.2","0.15","0","12.7","0","0"
"3","24","19","0","0","12.5","3","0.15","0","12.5","0","0"
"3","24","20","0","0","12.5","2.9","0.15","0","12.5","0","0"
"3","24","21","0","0","12.4","2.7","0.15","0","12.4","0","0"
"3","24","22","0","0","12.3","2.6","0.15","0","12.3","0","0"
"3","24","23","0","0","12.2","2.5","0.15","0","12.2","0","0"
"3","25","0","0","0","12.2","2.8","0.15","0","12.2","0","0"
"3","25","1","0","0","12.2","3.1","0.15","0","12.2","0","0"
"3","25","2","0","0","12.2","3.3","0.15","0","12.2","0","0"
"3","25","3","0","0","12.2","3.5","0.15","0","12.2","0","0"
"3","25","4","0","0","12.2","3.7","0.15","0","12.2","0","0"
"3","25","5","0","0","12.5","3.8","0.15","0","12.5","0","0"
"3","25","6","176","51","13","4","0.15","77.668","14.496","485.44","436.53"
"3","25","7","163","142","13.6","4.4","0.15","205.189","17.501","1523.3","1437.615"
"3","25","8","481","184","14.3","4.6","0.15","504.926","23.665","3767.681","3602.469"
"3","25","9","821","133","15.1","4.9","0.15","825.952","29.811","5992.315","5748.275"
"3","25","10","926","113","15.9","5","0.15","1001.028","33.479","7104.791","6666.667"
"3","25","11","944","118","16.3","5.2","0.15","1081.684","34.815","7603.051","6666.667"
"3","25","12","947","118","16.4","5.4","0.15","1078.681","34.422","7596.065","6666.667"
"3","25","13","931","115","16","5.5","0.15","990.457","32.367","7067.024","6666.667"
"3","25","14","886","109","15.5","5.6","0.15","826.53","29.023","6028.22","5782.908"
"3","25","15","809","99","15.2","5.6","0.15","596.909","24.993","4468.98","4278.918"
"3","25","16","658","79","13.7","5.2","0.15","328.344","19.288","2386.487","2270.215"
"3","25","17","307","42","12.5","4.5","0.15","75.529","13.79","409.016","362.815"
"3","25","18","0","0","11.7","4","0.15","0","11.7","0","0"
"3","25","19","0","0","11.5","3.9","0.15","0","11.5","0","0"
"3","25","20","0","0","11.5","3.8","0.15","0","11.5","0","0"
"3","25","21","0","0","11.5","3.7","0.15","0","11.5","0","0"
"3","25","22","0","0","11.6","3.6","0.15","0","11.6","0","0"
"3","25","23","0","0","11.7","3.3","0.15","0","11.7","0","0"
"3","26","0","0","0","11.9","3","0.15","0","11.9","0","0"
"3","26","1","0","0","12.1","2.8","0.15","0","12.1","0","0"
"3","26","2","0","0","12.2","2.8","0.15","0","12.2","0","0"
"3","26","3","0","0","12.1","3","0.15","0","12.1","0","0"
"3","26","4","0","0","11.9","3.2","0.15","0","11.9","0","0"
"3","26","5","0","0","12.1","3.4","0.15","0","12.1","0","0"
"3","26","6","351","53","12.9","3.9","0.15","109.482","15","654.487","599.588"
"3","26","7","683","84","13.9","4.3","0.15","375.235","21.117","2769.153","2639.322"
"3","26","8","767","114","14.9","4.1","0.15","619.924","27.228","4588.819","4394.51"
"3","26","9","656","190","15.8","3.7","0.15","754.251","31.65","5422.964","5199.098"
"3","26","10","576","260","16.6","3.4","0.15","834.923","34.935","5877.278","5637.314"
"3","26","11","947","119","17.1","3.4","0.15","1085.289","40.948","7444.281","6666.667"
"3","26","12","928","126","17.4","3.7","0.15","1067.322","39.795","7358.504","6666.667"
"3","26","13","889","133","17.4","4.3","0.15","978.479","36.244","6873.306","6598.049"
"3","26","14","838","127","17.1","4.7","0.15","806.64","31.849","5816.409","5578.602"
"3","26","15","755","112","16.8","4.8","0.15","578.118","27.263","4286.413","4102.819"
"3","26","16","476","98","15.4","4.7","0.15","276.619","20.421","2001.862","1899.22"
"3","26","17","272","43","14","4.1","0.15","71.967","15.311","395.631","349.904"
"3","26","18","0","0","13","3.3","0.15","0","13","0","0"
"3","26","19","0","0","12.7","2.7","0.15","0","12.7","0","0"
"3","26","20","0","0","12.9","2.3","0.15","0","12.9","0","0"
"3","26","21","0","0","13.3","1.8","0.15","0","13.3","0","0"
"3","26","22","0","0","13.2","1.3","0.15","0","13.2","0","0"
"3","26","23","0","0","12.8","1","0.15","0","12.8","0","0"
"3","27","0","0","0","12.5","0.9","0.15","0","12.5","0","0"
"3","27","1","0","0","12.2","0.9","0.15","0","12.2","0","0"
"3","27","2","0","0","11.8","1","0.15","0","11.8","0","0"
"3","27","3","0","0","11.4","1.2","0.15","0","11.4","0","0"
"3","27","4","0","0","11","1.4","0.15","0","11","0","0"
"3","27","5","0","0","11.7","1.6","0.15","0","11.7","0","0"
"3","27","6","424","51","13.9","2.2","0.15","121.07","16.973","708.767","651.944"
"3","27","7","719","81","16.2","2.7","0.15","387.44","25.765","2810.135","2678.852"
"3","27","8","855","97","17.8","2.7","0.15","657.123","34.113","4740.319","4540.643"
"3","27","9","926","105","19.1","2.4","0.15","875.977","42.008","6058.625","5812.235"
"3","27","10","964","110","19.9","2.3","0.15","1033.413","47.395","6932.059","6654.72"
"3","27","11","975","116","20.6","2.5","0.15","1109.73","49.018","7361.214","6666.667"
"3","27","12","966","120","21","2.7","0.15","1098.098","48.125","7314.484","6666.667"
"3","27","13","935","122","21.2","3","0.15","999.304","44.659","6787.427","6515.213"
"3","27","14","882","119","21","3.3","0.15","831.466","39.614","5815.198","5577.434"
"3","27","15","798","107","20.8","3.5","0.15","595.884","33.762","4310.033","4125.603"
"3","27","16","632","86","18.7","3.5","0.15","323.451","25.656","2291.943","2179.022"
"3","27","17","275","46","16.4","3.2","0.15","74.384","17.959","408.801","362.607"
"3","27","18","0","0","15","2.9","0.15","0","15","0","0"
"3","27","19","0","0","14.4","2.4","0.15","0","14.4","0","0"
"3","27","20","0","0","14.2","1.8","0.15","0","14.2","0","0"
"3","27","21","0","0","14","1.2","0.15","0","14","0","0"
"3","27","22","0","0","13.9","0.8","0.15","0","13.9","0","0"
"3","27","23","0","0","13.8","0.6","0.15","0","13.8","0","0"
"3","28","0","0","0","13.7","0.5","0.15","0","13.7","0","0"
"3","28","1","0","0","13.7","0.5","0.15","0","13.7","0","0"
"3","28","2","0","0","13.7","0.6","0.15","0","13.7","0","0"
"3","28","3","0","0","13.7","0.7","0.15","0","13.7","0","0"
"3","28","4","0","0","13.7","0.7","0.15","0","13.7","0","0"
"3","28","5","0","0","14.3","0.7","0.15","0","14.3","0","0"
"3","28","6","371","54","15.9","0.7","0.15","114.083","20.014","670.119","614.665"
"3","28","7","673","87","18","1.3","0.15","375.079","30.319","2672.013","2545.624"
"3","28","8","803","106","19.8","2","0.15","633.814","37.76","4502.422","4311.175"
"3","28","9","890","109","20.9","2.3","0.15","850.919","43.574","5847.15","5608.254"
"3","28","10","944","104","21.8","2.7","0.15","1008.037","46.717","6783.283","6511.216"
"3","28","11","957","108","22.3","3","0.15","1082.682","47.692","7225.399","6666.667"
"3","28","12","954","108","22.6","3.3","0.15","1072.638","46.549","7195.858","6666.667"
"3","28","13","936","104","22.6","3.5","0.15","980.205","43.825","6684.053","6415.502"
"3","28","14","896","98","22.3","3.6","0.15","813.198","39.672","5689.901","5456.576"
"3","28","15","822","88","22","3.6","0.15","589.106","34.62","4248.476","4066.227"
"3","28","16","670","74","19.8","2.9","0.15","323.952","27.477","2272.871","2160.625"
"3","28","17","337","41","17.4","2.2","0.15","76.936","19.296","404.133","358.104"
"3","28","18","0","0","16","2","0.15","0","16","0","0"
"3","28","19","0","0","15.6","1.8","0.15","0","15.6","0","0"
"3","28","20","0","0","15.5","1.6","0.15","0","15.5","0","0"
"3","28","21","0","0","15.7","1.3","0.15","0","15.7","0","0"
"3","28","22","0","0","15.9","1.1","0.15","0","15.9","0","0"
"3","28","23","0","0","16","1.1","0.15","0","16","0","0"
"3","29","0","0","0","15.7","1.1","0.15","0","15.7","0","0"
"3","29","1","0","0","15.3","1.2","0.15","0","15.3","0","0"
"3","29","2","0","0","14.7","1.3","0.15","0","14.7","0","0"
"3","29","3","0","0","14.2","1.3","0.15","0","14.2","0","0"
"3","29","4","0","0","13.8","1.3","0.15","0","13.8","0","0"
"3","29","5","0","0","14.2","1.2","0.15","0","14.2","0","0"
"3","29","6","395","54","15.7","1.1","0.15","119.911","19.596","706.553","649.809"
"3","29","7","184","147","17.8","1","0.15","218.271","25.528","1571.936","1484.528"
"3","29","8","825","99","20.1","0.6","0.15","640.898","45.44","4412.894","4224.819"
"3","29","9","900","105","22.4","0.7","0.15","855.023","55.194","5595.856","5365.864"
"3","29","10","944","107","23.7","1.5","0.15","1011.009","55.441","6556.594","6292.559"
"3","29","11","957","109","24","2.3","0.15","1083.169","52.794","7074.828","6666.667"
"3","29","12","957","108","24","2.8","0.15","1074.73","50.084","7103.749","6666.667"
"3","29","13","941","104","23.8","3","0.15","983.659","46.892","6622.655","6356.28"
"3","29","14","904","96","23.4","3","0.15","816.034","42.593","5642.299","5410.661"
"3","29","15","834","86","23.1","3","0.15","592.686","37.079","4232.594","4050.908"
"3","29","16","702","69","21","2.4","0.15","329.076","29.524","2286.599","2173.867"
"3","29","17","389","38","18.6","2","0.15","78.821","20.595","398.388","352.563"
"3","29","18","0","0","17.1","1.7","0.15","0","17.1","0","0"
"3","29","19","0","0","16.8","1.6","0.15","0","16.8","0","0"
"3","29","20","0","0","16.8","1.4","0.15","0","16.8","0","0"
"3","29","21","0","0","17","1.3","0.15","0","17","0","0"
"3","29","22","0","0","17.4","1.1","0.15","0","17.4","0","0"
"3","29","23","0","0","17.5","1","0.15","0","17.5","0","0"
"3","30","0","0","0","17.3","0.9","0.15","0","17.3","0","0"
"3","30","1","0","0","16.7","0.9","0.15","0","16.7","0","0"
"3","30","2","0","0","16.1","0.9","0.15","0","16.1","0","0"
"3","30","3","0","0","15.8","0.9","0.15","0","15.8","0","0"
"3","30","4","0","0","15.7","0.9","0.15","0","15.7","0","0"
"3","30","5","0","0","16.1","0.7","0.15","0","16.1","0","0"
"3","30","6","132","47","17.7","0.7","0.15","66.879","20.177","417.012","370.527"
"3","30","7","408","121","20.2","0.9","0.15","296.133","30.948","2098.198","1992.142"
"3","30","8","842","96","22.7","1","0.15","648.918","45.752","4461.982","4272.167"
"3","30","9","914","102","24.5","1.4","0.15","863.411","52.275","5720.297","5485.895"
"3","30","10","813","169","25.4","2.1","0.15","961.218","51.971","6319.027","6063.411"
"3","30","11","966","108","25.7","2.5","0.15","1090.519","53.623","7095.694","6666.667"
"3","30","12","716","240","25.6","2.6","0.15","989.686","50.46","6517.565","6254.914"
"3","30","13","566","278","25.3","2.6","0.15","827.298","46.089","5567.732","5338.737"
"3","30","14","342","297","24.6","2.6","0.15","574.584","39.052","3989.392","3816.324"
"3","30","15","398","196","24.2","2.6","0.15","441.868","35.353","3142.512","2999.452"
"3","30","16","395","109","21.9","2.3","0.15","254.376","28.634","1779.16","1684.409"
"3","30","17","160","44","19.2","2.1","0.15","57.631","20.707","331.341","287.891"
"3","30","18","0","0","17.5","1.9","0.15","0","17.5","0","0"
"3","30","19","0","0","17.2","1.5","0.15","0","17.2","0","0"
"3","30","20","0","0","17.1","1.2","0.15","0","17.1","0","0"
"3","30","21","0","0","17.1","0.9","0.15","0","17.1","0","0"
"3","30","22","0","0","17.1","0.6","0.15","0","17.1","0","0"
"3","30","23","0","0","17.4","0.5","0.15","0","17.4","0","0"
"3","31","0","0","0","17.5","0.5","0.15","0","17.5","0","0"
"3","31","1","0","0","17.5","0.7","0.15","0","17.5","0","0"
"3","31","2","0","0","17.5","0.9","0.15","0","17.5","0","0"
"3","31","3","0","0","17.3","0.9","0.15","0","17.3","0","0"
"3","31","4","0","0","16.8","0.7","0.15","0","16.8","0","0"
"3","31","5","8","2","16.7","0.4","0.15","0","16.7","0","0"
"3","31","6","0","30","17.8","0.4","0.15","26.609","18.909","179.145","141.089"
"3","31","7","9","123","19.6","0.8","0.15","114.616","23.881","815.783","755.168"
"3","31","8","21","211","21.4","1.5","0.15","206.299","27.872","1459.98","1376.538"
"3","31","9","56","313","22.6","2.1","0.15","348.246","32.201","2437.965","2319.87"
"3","31","10","88","384","22.8","2.3","0.15","459.288","34.962","3182.38","3037.907"
